loan_id,app_id,client_id,product,channel,issue_date,principal,term_months,rate
3526,9101,10439,Кредитная карта,Мобильное приложение,2024-06-12,600000,12,35.1
3527,9107,4818,Кредитная карта,Отделение,2024-06-11,470000,24,31.2
3528,9112,4159,Кредит наличными,Онлайн-заявка,2024-06-10,710000,24,32.2
3529,9113,10270,POS-кредит,Отделение,2024-06-21,70000,18,24.0
3530,9115,2793,POS-кредит,Онлайн-заявка,2024-06-26,310000,18,20.5
3531,9116,5771,Кредит наличными,Партнёр (POS),2024-06-02,1070000,12,27.9
3532,9119,540,Кредит наличными,Мобильное приложение,2024-06-07,1090000,48,21.0
3533,9120,1195,POS-кредит,Партнёр (POS),2024-06-26,380000,6,27.0
3534,9121,5381,Кредит наличными,Отделение,2024-06-09,370000,36,19.3
3535,9123,4567,POS-кредит,Партнёр (POS),2024-06-18,240000,18,23.5
3536,9125,3194,POS-кредит,Онлайн-заявка,2024-06-16,190000,6,23.3
3537,9127,1337,Кредитная карта,Отделение,2024-06-08,520000,12,29.3
3538,9128,3976,Кредит наличными,Партнёр (POS),2024-06-13,1000000,48,27.5
3539,9130,9277,POS-кредит,Партнёр (POS),2024-06-21,80000,12,23.9
3540,9132,10630,POS-кредит,Онлайн-заявка,2024-06-15,240000,12,24.4
3541,9134,7238,POS-кредит,Партнёр (POS),2024-06-08,50000,18,19.3
3542,9135,2061,POS-кредит,Колл-центр,2024-06-21,330000,12,23.0
3543,9136,4573,POS-кредит,Партнёр (POS),2024-06-26,130000,12,21.3
3544,9144,5688,Кредит наличными,Отделение,2024-06-03,760000,48,34.2
3545,9146,8478,Кредит наличными,Отделение,2024-06-08,1240000,36,25.2
3546,9147,2523,Кредитная карта,Мобильное приложение,2024-06-23,660000,12,38.0
3547,9148,11764,POS-кредит,Мобильное приложение,2024-06-16,380000,12,25.2
3548,9149,10625,Кредит наличными,Онлайн-заявка,2024-06-12,150000,24,25.0
3549,9152,7745,Кредитная карта,Отделение,2024-06-13,610000,24,31.9
3550,9158,11343,POS-кредит,Партнёр (POS),2024-07-20,260000,12,23.7
3551,9161,5346,Кредит наличными,Отделение,2024-07-13,780000,12,28.9
3552,9164,8617,Кредит наличными,Отделение,2024-07-06,870000,36,28.3
3553,9165,7270,POS-кредит,Партнёр (POS),2024-07-10,420000,18,24.2
3554,9171,7964,Кредитная карта,Онлайн-заявка,2024-07-02,270000,12,33.0
3555,9172,4781,POS-кредит,Онлайн-заявка,2024-06-29,100000,6,26.7
3556,9176,3490,Кредитная карта,Мобильное приложение,2024-07-24,630000,12,37.0
3557,9183,2613,POS-кредит,Партнёр (POS),2024-07-06,280000,6,26.6
3558,9184,10966,Кредитная карта,Мобильное приложение,2024-07-25,310000,24,35.6
3559,9185,5826,POS-кредит,Мобильное приложение,2024-07-06,270000,18,22.9
3560,9186,1915,Кредит наличными,Отделение,2024-07-23,1270000,36,29.6
3561,9187,10814,Кредит наличными,Партнёр (POS),2024-07-09,290000,12,30.8
3562,9188,2672,Кредит наличными,Мобильное приложение,2024-07-18,1830000,36,30.6
3563,9191,4164,Кредитная карта,Отделение,2024-07-02,610000,12,29.7
3564,9194,10170,Кредитная карта,Отделение,2024-07-17,490000,12,38.0
3565,9205,295,Кредит наличными,Онлайн-заявка,2024-07-01,560000,36,25.4
3566,9207,6695,Кредит наличными,Партнёр (POS),2024-07-02,1360000,12,20.6
3567,9211,10533,Кредитная карта,Онлайн-заявка,2024-07-20,370000,12,33.0
3568,9215,2608,POS-кредит,Мобильное приложение,2024-06-29,290000,18,24.4
3569,9216,7709,POS-кредит,Мобильное приложение,2024-07-06,150000,12,25.8
3570,9218,5773,Кредитная карта,Онлайн-заявка,2024-07-05,260000,24,35.8
3571,9219,658,POS-кредит,Партнёр (POS),2024-07-09,320000,18,23.2
3572,9229,7147,Кредитная карта,Партнёр (POS),2024-07-19,520000,24,33.6
3573,9231,6013,POS-кредит,Отделение,2024-07-07,270000,12,26.2
3574,9233,5363,POS-кредит,Отделение,2024-07-05,170000,12,22.7
3575,9235,2613,Кредит наличными,Партнёр (POS),2024-07-19,1360000,12,29.2
3576,9236,8308,Кредит наличными,Отделение,2024-07-07,490000,24,22.7
3577,9238,11102,Кредит наличными,Партнёр (POS),2024-07-21,590000,36,25.7
3578,9240,685,POS-кредит,Мобильное приложение,2024-07-20,100000,6,17.8
3579,9241,8398,POS-кредит,Партнёр (POS),2024-06-29,280000,18,20.9
3580,9242,8632,POS-кредит,Онлайн-заявка,2024-07-21,380000,12,22.8
3581,9244,4573,POS-кредит,Отделение,2024-07-23,430000,12,23.7
3582,9245,3194,POS-кредит,Отделение,2024-07-08,310000,6,16.5
3583,9248,7632,Кредитная карта,Партнёр (POS),2024-07-26,310000,24,37.6
3584,9249,7425,Кредитная карта,Мобильное приложение,2024-07-21,500000,12,36.8
3585,9251,8452,Кредитная карта,Отделение,2024-07-26,360000,12,33.3
3586,9253,5639,Кредит наличными,Отделение,2024-07-09,1460000,24,29.6
3587,9255,10838,POS-кредит,Отделение,2024-07-13,160000,12,18.0
3588,9256,8403,POS-кредит,Партнёр (POS),2024-07-03,120000,12,24.7
3589,9257,1433,Кредитная карта,Мобильное приложение,2024-07-07,360000,24,34.6
3590,9260,8261,Кредитная карта,Партнёр (POS),2024-07-22,150000,24,33.0
3591,9261,502,POS-кредит,Колл-центр,2024-07-11,330000,6,19.5
3592,9265,2860,Кредитная карта,Онлайн-заявка,2024-07-20,70000,24,29.8
3593,9271,1130,Кредит наличными,Онлайн-заявка,2024-07-25,430000,48,31.0
3594,9273,6119,Кредитная карта,Партнёр (POS),2024-07-02,460000,24,41.1
3595,9275,8245,Кредитная карта,Отделение,2024-07-20,720000,12,33.6
3596,9277,5829,Кредит наличными,Отделение,2024-07-15,230000,12,32.4
3597,9278,9578,Кредитная карта,Партнёр (POS),2024-07-04,270000,24,33.4
3598,9281,3470,POS-кредит,Отделение,2024-07-04,240000,18,17.6
3599,9282,4474,Кредитная карта,Мобильное приложение,2024-07-26,560000,12,32.1
3600,9283,123,Кредитная карта,Отделение,2024-07-23,470000,12,32.9
3601,9285,10169,Кредитная карта,Партнёр (POS),2024-07-22,640000,12,39.4
3602,9286,3488,Кредит наличными,Отделение,2024-07-03,870000,48,22.5
3603,9290,4501,POS-кредит,Мобильное приложение,2024-07-07,200000,12,23.3
3604,9293,11572,POS-кредит,Мобильное приложение,2024-07-12,380000,18,22.8
3605,9294,11923,Кредитная карта,Мобильное приложение,2024-07-24,510000,12,29.2
3606,9298,2021,POS-кредит,Отделение,2024-07-03,310000,6,21.4
3607,9301,10560,Кредит наличными,Отделение,2024-07-10,950000,36,33.6
3608,9304,10179,POS-кредит,Онлайн-заявка,2024-07-22,280000,6,25.0
3609,9307,6185,Кредитная карта,Мобильное приложение,2024-07-04,320000,24,34.3
3610,9308,295,Кредит наличными,Партнёр (POS),2024-07-02,1790000,24,29.8
3611,9310,10767,Кредит наличными,Колл-центр,2024-07-24,380000,48,35.4
3612,9311,3754,POS-кредит,Отделение,2024-07-01,140000,6,20.8
3613,9313,9369,Кредит наличными,Мобильное приложение,2024-07-21,640000,12,22.4
3614,9314,3656,Кредит наличными,Мобильное приложение,2024-07-08,580000,12,33.7
3615,9315,6286,Кредит наличными,Мобильное приложение,2024-07-03,1000000,48,35.0
3616,9318,8209,POS-кредит,Колл-центр,2024-07-13,300000,12,22.0
3617,9319,4150,Кредит наличными,Партнёр (POS),2024-07-01,830000,12,30.6
3618,9322,1557,POS-кредит,Партнёр (POS),2024-07-18,350000,18,20.9
3619,9325,9333,Кредит наличными,Мобильное приложение,2024-07-06,1320000,24,26.2
3620,9330,4037,POS-кредит,Колл-центр,2024-07-10,170000,6,18.7
3621,9331,10814,Кредит наличными,Партнёр (POS),2024-06-29,120000,12,28.3
3622,9332,3011,Кредитная карта,Отделение,2024-07-13,570000,12,34.2
3623,9336,9823,Кредитная карта,Партнёр (POS),2024-07-01,550000,12,38.0
3624,9339,4250,POS-кредит,Отделение,2024-07-19,330000,18,17.7
3625,9344,8591,POS-кредит,Мобильное приложение,2024-07-21,140000,12,20.8
3626,9348,2915,Кредитная карта,Онлайн-заявка,2024-07-21,490000,24,29.8
3627,9350,4823,Кредитная карта,Онлайн-заявка,2024-07-11,310000,24,32.1
3628,9352,6252,Кредитная карта,Партнёр (POS),2024-07-15,490000,12,30.3
3629,9357,2021,POS-кредит,Партнёр (POS),2024-07-10,120000,6,21.8
3630,9358,3013,POS-кредит,Партнёр (POS),2024-07-10,290000,18,20.6
3631,9363,5233,POS-кредит,Партнёр (POS),2024-07-09,450000,12,21.3
3632,9364,4573,POS-кредит,Отделение,2024-07-25,340000,6,25.1
3633,9366,626,Кредитная карта,Онлайн-заявка,2024-07-10,50000,12,28.8
3634,9367,2613,Кредит наличными,Онлайн-заявка,2024-07-01,460000,48,22.4
3635,9369,5078,POS-кредит,Мобильное приложение,2024-07-17,310000,18,26.3
3636,9376,3872,POS-кредит,Партнёр (POS),2024-07-22,230000,18,20.4
3637,9381,391,Кредитная карта,Отделение,2024-07-18,370000,12,35.3
3638,9382,3991,Кредитная карта,Мобильное приложение,2024-07-03,410000,24,33.1
3639,9384,7525,POS-кредит,Онлайн-заявка,2024-07-25,310000,18,25.9
3640,9385,6733,Кредит наличными,Колл-центр,2024-07-02,1310000,36,25.8
3641,9389,3807,Кредитная карта,Онлайн-заявка,2024-07-01,580000,24,32.4
3642,9390,10439,Кредитная карта,Отделение,2024-07-17,310000,24,31.2
3643,9393,8270,Кредитная карта,Отделение,2024-07-04,530000,12,31.1
3644,9394,7964,Кредитная карта,Колл-центр,2024-07-21,440000,12,31.8
3645,9398,11487,Кредитная карта,Мобильное приложение,2024-07-22,670000,12,33.5
3646,9400,7311,Кредитная карта,Партнёр (POS),2024-07-25,580000,12,35.3
3647,9401,7709,POS-кредит,Онлайн-заявка,2024-06-29,260000,6,20.5
3648,9406,5758,POS-кредит,Партнёр (POS),2024-07-17,360000,18,23.4
3649,9407,147,Кредитная карта,Отделение,2024-06-29,380000,24,39.2
3650,9409,2931,Кредитная карта,Отделение,2024-07-17,480000,24,32.2
3651,9411,10439,Кредитная карта,Онлайн-заявка,2024-07-20,480000,24,33.1
3652,9413,1836,POS-кредит,Отделение,2024-06-30,300000,6,22.5
3653,9415,7852,POS-кредит,Партнёр (POS),2024-07-22,260000,6,21.3
3654,9416,10134,Кредит наличными,Партнёр (POS),2024-07-15,1120000,24,27.6
3655,9417,4703,Кредитная карта,Онлайн-заявка,2024-07-11,780000,12,34.1
3656,9420,9129,POS-кредит,Колл-центр,2024-07-15,190000,6,20.6
3657,9421,3404,POS-кредит,Отделение,2024-07-05,180000,12,21.6
3658,9422,1429,Кредитная карта,Партнёр (POS),2024-07-15,690000,24,31.3
3659,9423,3011,Кредитная карта,Партнёр (POS),2024-07-17,430000,12,36.7
3660,9424,63,POS-кредит,Колл-центр,2024-07-18,510000,6,19.2
3661,9425,10334,POS-кредит,Отделение,2024-07-25,140000,6,23.7
3662,9431,3011,Кредит наличными,Колл-центр,2024-07-18,1670000,36,30.0
3663,9432,824,POS-кредит,Колл-центр,2024-07-08,110000,6,24.0
3664,9438,8476,POS-кредит,Отделение,2024-07-10,410000,12,15.9
3665,9447,1915,Кредит наличными,Партнёр (POS),2024-06-30,260000,36,35.7
3666,9448,3700,Кредит наличными,Онлайн-заявка,2024-07-11,780000,36,21.2
3667,9449,6955,POS-кредит,Мобильное приложение,2024-07-06,360000,18,20.3
3668,9452,9369,Кредит наличными,Онлайн-заявка,2024-07-08,400000,48,23.9
3669,9453,10762,Кредит наличными,Партнёр (POS),2024-06-30,610000,12,29.9
3670,9455,5883,POS-кредит,Партнёр (POS),2024-07-23,150000,18,23.8
3671,9457,11691,POS-кредит,Отделение,2024-07-11,400000,6,22.9
3672,9461,8677,Кредитная карта,Партнёр (POS),2024-07-24,1000000,12,32.7
3673,9464,33,Кредитная карта,Партнёр (POS),2024-07-08,600000,24,31.5
3674,9470,6437,POS-кредит,Отделение,2024-07-03,260000,6,26.7
3675,9477,4322,POS-кредит,Мобильное приложение,2024-06-29,540000,6,18.0
3676,9478,1508,Кредитная карта,Онлайн-заявка,2024-07-03,620000,12,35.5
