client_id,age_group,region,income_band,client_since
2109,25-34,Астана,200-400к,2021-05-11
2110,25-34,Караганда,до 200к,2021-08-10
2111,35-44,Костанай,до 200к,2022-11-14
2112,35-44,Астана,200-400к,2021-01-02
2113,25-34,Астана,700к+,2023-12-27
2114,35-44,Алматы,400-700к,2020-01-04
2115,18-24,Астана,до 200к,2022-01-04
2116,45-54,Алматы,200-400к,2025-05-16
2117,25-34,Атырау,400-700к,2024-01-07
2118,18-24,Алматы,до 200к,2022-10-30
2119,18-24,Караганда,400-700к,2020-01-08
2120,25-34,Алматы,200-400к,2024-05-23
2121,25-34,Астана,400-700к,2022-06-10
2122,18-24,Астана,200-400к,2024-09-12
2123,25-34,Астана,700к+,2024-04-16
2124,25-34,Шымкент,200-400к,2025-06-13
2125,25-34,Караганда,400-700к,2020-08-23
2126,25-34,Костанай,до 200к,2024-09-15
2127,25-34,Астана,200-400к,2023-11-24
2128,25-34,Шымкент,200-400к,2021-08-11
2129,18-24,Павлодар,до 200к,2024-08-15
2130,18-24,Астана,200-400к,2023-02-02
2131,25-34,Атырау,до 200к,2023-08-12
2132,35-44,Костанай,700к+,2025-04-09
2133,55+,Атырау,400-700к,2023-02-19
2134,45-54,Шымкент,400-700к,2023-06-20
2135,35-44,Актобе,200-400к,2024-09-26
2136,35-44,Астана,до 200к,2024-03-18
2137,25-34,Шымкент,200-400к,2023-07-06
2138,35-44,Костанай,до 200к,2024-12-18
2139,35-44,Алматы,200-400к,2024-12-25
2140,45-54,Атырау,400-700к,2023-05-12
2141,45-54,Шымкент,до 200к,2020-07-15
2142,25-34,Алматы,до 200к,2023-10-16
2143,35-44,Караганда,до 200к,2021-10-27
2144,45-54,Атырау,200-400к,2023-03-22
2145,25-34,Шымкент,до 200к,2022-01-24
2146,45-54,Атырау,200-400к,2021-11-08
2147,18-24,Астана,до 200к,2025-05-03
2148,55+,Павлодар,до 200к,2021-05-12
2149,35-44,Караганда,400-700к,2020-11-17
2150,18-24,Атырау,700к+,2023-06-21
2151,35-44,Алматы,до 200к,2023-07-12
2152,18-24,Астана,до 200к,2025-05-16
2153,35-44,Павлодар,до 200к,2020-04-24
2154,45-54,Алматы,400-700к,2025-01-06
2155,35-44,Астана,200-400к,2024-08-06
2156,45-54,Актобе,200-400к,2021-02-23
2157,18-24,Актобе,200-400к,2024-06-25
2158,25-34,Атырау,700к+,2024-08-12
2159,25-34,Актобе,до 200к,2020-08-17
2160,18-24,Костанай,до 200к,2020-02-12
2161,25-34,Астана,200-400к,2023-08-14
2162,25-34,Караганда,200-400к,2023-03-24
2163,25-34,Атырау,до 200к,2024-09-22
2164,25-34,Караганда,400-700к,2025-02-03
2165,45-54,Алматы,200-400к,2020-07-27
2166,25-34,Астана,700к+,2025-04-02
2167,45-54,Шымкент,700к+,2024-09-02
2168,25-34,Актобе,200-400к,2023-04-21
2169,25-34,Шымкент,400-700к,2021-12-23
2170,35-44,Актобе,400-700к,2023-06-15
2171,25-34,Атырау,200-400к,2023-02-03
2172,25-34,Алматы,200-400к,2022-02-18
2173,35-44,Шымкент,700к+,2020-06-05
2174,25-34,Шымкент,400-700к,2023-12-18
2175,25-34,Алматы,400-700к,2021-09-03
2176,35-44,Астана,до 200к,2021-05-06
2177,25-34,Шымкент,400-700к,2022-01-20
2178,45-54,Атырау,200-400к,2020-03-08
2179,25-34,Астана,200-400к,2022-02-22
2180,55+,Алматы,200-400к,2024-07-28
2181,45-54,Астана,200-400к,2024-01-02
2182,55+,Атырау,до 200к,2020-04-30
2183,45-54,Шымкент,400-700к,2021-10-22
2184,25-34,Астана,до 200к,2023-08-22
2185,35-44,Павлодар,до 200к,2025-02-05
2186,25-34,Алматы,до 200к,2022-05-23
2187,45-54,Астана,200-400к,2025-05-30
2188,35-44,Астана,до 200к,2020-03-27
2189,25-34,Актобе,200-400к,2024-12-25
2190,45-54,Атырау,400-700к,2020-11-15
2191,18-24,Алматы,200-400к,2023-12-29
2192,35-44,Атырау,400-700к,2020-07-20
2193,35-44,Актобе,200-400к,2025-06-01
2194,18-24,Павлодар,до 200к,2021-03-04
2195,35-44,Павлодар,400-700к,2022-01-06
2196,45-54,Актобе,200-400к,2023-06-24
2197,18-24,Алматы,700к+,2020-04-10
2198,35-44,Астана,до 200к,2023-02-15
2199,25-34,Павлодар,400-700к,2021-08-07
2200,35-44,Шымкент,200-400к,2022-05-15
2201,18-24,Шымкент,400-700к,2021-10-27
2202,55+,Павлодар,до 200к,2024-08-13
2203,45-54,Павлодар,200-400к,2022-07-02
2204,25-34,Актобе,до 200к,2024-02-15
2205,25-34,Павлодар,400-700к,2020-03-24
2206,35-44,Алматы,до 200к,2023-09-27
2207,35-44,Актобе,200-400к,2022-02-05
2208,25-34,Костанай,200-400к,2023-04-12
2209,25-34,Алматы,200-400к,2024-08-20
2210,18-24,Алматы,400-700к,2023-10-24
2211,55+,Атырау,400-700к,2021-12-08
2212,25-34,Шымкент,до 200к,2021-03-29
2213,45-54,Алматы,400-700к,2024-11-09
2214,25-34,Алматы,200-400к,2021-06-03
2215,45-54,Астана,200-400к,2020-03-11
2216,18-24,Астана,до 200к,2021-08-19
2217,18-24,Павлодар,200-400к,2020-01-22
2218,45-54,Караганда,400-700к,2024-01-22
2219,55+,Актобе,700к+,2024-11-14
2220,25-34,Алматы,700к+,2022-05-14
2221,25-34,Астана,400-700к,2023-05-12
2222,25-34,Астана,до 200к,2025-04-03
2223,25-34,Атырау,200-400к,2025-01-24
2224,25-34,Костанай,до 200к,2020-03-21
2225,45-54,Астана,400-700к,2020-05-18
2226,25-34,Костанай,до 200к,2022-02-05
2227,35-44,Алматы,700к+,2021-07-12
2228,18-24,Астана,до 200к,2020-11-05
2229,18-24,Актобе,до 200к,2020-10-29
2230,35-44,Астана,400-700к,2024-06-20
2231,25-34,Павлодар,до 200к,2021-01-22
2232,35-44,Алматы,до 200к,2022-08-17
2233,18-24,Атырау,200-400к,2020-03-30
2234,55+,Алматы,700к+,2023-05-25
2235,35-44,Алматы,до 200к,2024-01-22
2236,45-54,Астана,200-400к,2023-04-10
2237,18-24,Костанай,до 200к,2021-07-23
2238,25-34,Шымкент,200-400к,2020-06-07
2239,25-34,Караганда,200-400к,2022-03-11
2240,35-44,Алматы,200-400к,2024-04-16
2241,25-34,Алматы,200-400к,2020-08-27
2242,18-24,Алматы,700к+,2024-07-01
2243,25-34,Атырау,200-400к,2024-12-31
2244,25-34,Алматы,400-700к,2023-04-29
2245,25-34,Астана,200-400к,2024-08-15
2246,25-34,Шымкент,200-400к,2021-07-15
2247,25-34,Шымкент,200-400к,2023-05-27
2248,35-44,Астана,200-400к,2023-12-19
2249,25-34,Алматы,до 200к,2023-11-30
2250,25-34,Астана,до 200к,2023-11-02
2251,35-44,Актобе,200-400к,2021-01-23
2252,35-44,Алматы,до 200к,2024-12-30
2253,25-34,Караганда,до 200к,2023-09-25
2254,35-44,Алматы,200-400к,2020-08-22
2255,55+,Павлодар,400-700к,2023-07-02
2256,35-44,Костанай,до 200к,2024-12-24
2257,45-54,Алматы,400-700к,2020-02-17
2258,45-54,Астана,до 200к,2024-11-09
2259,18-24,Астана,700к+,2021-10-22
2260,25-34,Атырау,200-400к,2021-08-18
2261,35-44,Шымкент,200-400к,2022-09-02
2262,55+,Шымкент,200-400к,2023-12-03
2263,25-34,Алматы,200-400к,2020-07-25
2264,18-24,Алматы,200-400к,2021-06-11
2265,35-44,Караганда,200-400к,2024-06-02
2266,18-24,Караганда,700к+,2021-04-15
2267,35-44,Атырау,400-700к,2021-11-29
2268,35-44,Атырау,200-400к,2023-07-07
2269,35-44,Караганда,400-700к,2021-05-16
2270,45-54,Шымкент,до 200к,2020-04-10
2271,35-44,Павлодар,200-400к,2022-11-21
2272,35-44,Атырау,200-400к,2020-07-11
2273,35-44,Павлодар,200-400к,2022-02-11
2274,45-54,Костанай,700к+,2023-08-13
2275,45-54,Астана,400-700к,2024-01-19
2276,18-24,Актобе,700к+,2025-03-18
2277,35-44,Караганда,200-400к,2024-10-09
2278,25-34,Алматы,200-400к,2020-03-09
2279,45-54,Караганда,400-700к,2022-08-31
2280,35-44,Астана,до 200к,2020-02-15
2281,25-34,Астана,400-700к,2024-05-21
2282,25-34,Алматы,до 200к,2020-05-29
2283,25-34,Актобе,400-700к,2024-04-03
2284,35-44,Караганда,400-700к,2020-01-04
2285,25-34,Шымкент,до 200к,2020-08-09
2286,18-24,Алматы,до 200к,2025-01-30
2287,45-54,Шымкент,200-400к,2021-01-07
2288,35-44,Алматы,до 200к,2022-08-06
2289,25-34,Астана,400-700к,2022-11-06
2290,25-34,Астана,до 200к,2023-10-16
2291,55+,Павлодар,200-400к,2025-02-13
2292,35-44,Астана,до 200к,2022-04-12
2293,35-44,Шымкент,до 200к,2023-04-21
2294,25-34,Павлодар,до 200к,2025-06-17
2295,25-34,Астана,400-700к,2020-08-04
2296,18-24,Павлодар,400-700к,2022-08-17
2297,35-44,Алматы,700к+,2021-08-29
2298,18-24,Астана,200-400к,2025-02-21
2299,18-24,Алматы,до 200к,2023-05-14
2300,35-44,Шымкент,до 200к,2023-07-23
2301,55+,Костанай,200-400к,2021-01-09
2302,35-44,Караганда,до 200к,2025-03-10
2303,25-34,Караганда,до 200к,2020-05-14
2304,25-34,Алматы,200-400к,2022-09-17
2305,25-34,Павлодар,до 200к,2023-10-30
2306,25-34,Астана,200-400к,2024-10-23
2307,35-44,Алматы,200-400к,2021-06-30
2308,25-34,Костанай,400-700к,2021-10-29
2309,35-44,Астана,200-400к,2020-03-16
2310,45-54,Астана,400-700к,2023-08-15
2311,55+,Алматы,200-400к,2021-01-28
2312,18-24,Алматы,до 200к,2023-05-19
2313,25-34,Атырау,200-400к,2020-06-18
2314,25-34,Астана,до 200к,2022-08-31
2315,25-34,Костанай,200-400к,2022-08-15
2316,25-34,Алматы,400-700к,2022-09-29
2317,25-34,Шымкент,400-700к,2021-09-09
2318,35-44,Актобе,до 200к,2020-12-06
2319,25-34,Караганда,до 200к,2024-03-31
2320,45-54,Шымкент,до 200к,2024-12-17
2321,18-24,Шымкент,700к+,2021-07-07
2322,18-24,Караганда,200-400к,2022-06-27
2323,25-34,Атырау,200-400к,2020-08-05
2324,18-24,Астана,до 200к,2020-10-29
2325,25-34,Астана,400-700к,2021-12-06
2326,55+,Караганда,200-400к,2023-11-09
2327,25-34,Астана,до 200к,2023-09-07
2328,25-34,Алматы,200-400к,2023-12-25
2329,35-44,Костанай,400-700к,2020-06-26
2330,25-34,Алматы,200-400к,2020-03-31
2331,35-44,Алматы,700к+,2021-07-04
2332,25-34,Шымкент,400-700к,2021-10-27
2333,45-54,Алматы,200-400к,2022-10-25
2334,18-24,Алматы,700к+,2023-03-14
2335,25-34,Алматы,400-700к,2021-01-11
2336,35-44,Алматы,200-400к,2024-07-01
2337,45-54,Астана,400-700к,2024-02-02
2338,25-34,Атырау,200-400к,2021-09-13
2339,35-44,Астана,200-400к,2023-07-15
2340,18-24,Астана,200-400к,2021-08-22
2341,25-34,Шымкент,400-700к,2020-05-01
2342,18-24,Астана,700к+,2024-01-13
2343,35-44,Астана,200-400к,2020-06-21
2344,25-34,Астана,200-400к,2021-03-14
2345,35-44,Астана,200-400к,2021-08-28
2346,18-24,Астана,400-700к,2024-11-26
2347,45-54,Алматы,200-400к,2023-03-18
2348,45-54,Павлодар,до 200к,2024-04-29
2349,18-24,Костанай,до 200к,2024-12-21
2350,18-24,Атырау,до 200к,2024-11-21
2351,18-24,Алматы,до 200к,2023-05-03
2352,45-54,Актобе,200-400к,2021-12-08
2353,25-34,Шымкент,до 200к,2022-03-18
2354,35-44,Алматы,400-700к,2020-11-27
2355,25-34,Павлодар,200-400к,2023-03-23
2356,45-54,Актобе,200-400к,2023-03-16
2357,25-34,Алматы,400-700к,2025-04-28
2358,35-44,Костанай,200-400к,2021-01-14
2359,55+,Алматы,400-700к,2024-02-22
2360,25-34,Астана,400-700к,2021-06-16
2361,45-54,Алматы,200-400к,2020-06-06
2362,18-24,Алматы,200-400к,2022-03-12
2363,25-34,Костанай,200-400к,2025-04-11
2364,45-54,Шымкент,200-400к,2022-07-14
2365,35-44,Алматы,200-400к,2021-01-06
2366,35-44,Актобе,200-400к,2021-10-06
2367,25-34,Павлодар,200-400к,2023-10-21
2368,25-34,Павлодар,200-400к,2021-07-23
2369,25-34,Павлодар,до 200к,2021-04-08
2370,35-44,Павлодар,до 200к,2021-05-08
2371,25-34,Караганда,200-400к,2020-06-12
2372,25-34,Астана,до 200к,2023-10-12
2373,25-34,Павлодар,400-700к,2021-10-03
2374,25-34,Алматы,700к+,2021-09-03
2375,25-34,Алматы,400-700к,2021-10-18
2376,25-34,Астана,200-400к,2023-10-20
2377,45-54,Астана,200-400к,2024-10-14
2378,35-44,Шымкент,200-400к,2024-01-25
2379,18-24,Павлодар,400-700к,2023-02-09
2380,35-44,Астана,700к+,2023-11-29
2381,45-54,Шымкент,200-400к,2021-03-29
2382,25-34,Астана,до 200к,2025-01-02
2383,25-34,Караганда,200-400к,2023-05-10
2384,18-24,Алматы,700к+,2025-03-23
2385,18-24,Алматы,200-400к,2021-06-19
2386,35-44,Караганда,400-700к,2020-10-20
2387,55+,Шымкент,400-700к,2023-11-30
2388,18-24,Астана,700к+,2021-10-03
2389,35-44,Астана,200-400к,2021-02-19
2390,18-24,Алматы,700к+,2024-04-24
2391,35-44,Караганда,400-700к,2022-12-01
2392,35-44,Астана,400-700к,2024-04-12
2393,25-34,Астана,700к+,2021-05-02
2394,18-24,Павлодар,200-400к,2020-05-21
2395,35-44,Актобе,400-700к,2022-03-30
2396,55+,Алматы,200-400к,2025-04-08
2397,25-34,Караганда,400-700к,2023-03-17
2398,25-34,Алматы,400-700к,2024-09-08
2399,18-24,Алматы,400-700к,2024-08-13
2400,35-44,Актобе,200-400к,2024-12-03
2401,35-44,Алматы,400-700к,2022-07-06
2402,45-54,Астана,400-700к,2021-02-12
2403,35-44,Павлодар,200-400к,2024-12-04
2404,45-54,Актобе,200-400к,2022-09-28
2405,45-54,Павлодар,400-700к,2021-10-02
2406,25-34,Павлодар,400-700к,2022-05-31
2407,35-44,Астана,200-400к,2024-04-14
2408,25-34,Караганда,200-400к,2021-12-21
2409,25-34,Астана,400-700к,2024-07-21
2410,55+,Караганда,400-700к,2021-03-30
2411,35-44,Астана,200-400к,2021-09-27
2412,55+,Алматы,до 200к,2020-10-06
2413,25-34,Алматы,400-700к,2024-10-08
2414,35-44,Актобе,700к+,2024-10-07
2415,25-34,Алматы,200-400к,2021-02-18
2416,18-24,Шымкент,700к+,2022-11-26
2417,25-34,Атырау,200-400к,2024-05-02
2418,35-44,Актобе,до 200к,2023-04-16
2419,18-24,Астана,400-700к,2023-07-14
2420,55+,Алматы,до 200к,2021-06-07
2421,18-24,Павлодар,до 200к,2020-02-28
2422,25-34,Шымкент,700к+,2025-02-13
2423,35-44,Астана,200-400к,2024-12-31
2424,18-24,Костанай,до 200к,2025-02-15
2425,45-54,Алматы,200-400к,2020-03-27
2426,35-44,Астана,200-400к,2023-09-04
2427,18-24,Алматы,200-400к,2021-05-16
2428,35-44,Алматы,200-400к,2021-10-03
2429,35-44,Астана,200-400к,2022-04-05
2430,35-44,Караганда,200-400к,2021-04-10
2431,45-54,Астана,200-400к,2023-04-04
2432,35-44,Караганда,700к+,2023-04-05
2433,35-44,Атырау,200-400к,2025-01-30
2434,25-34,Павлодар,400-700к,2024-07-23
2435,35-44,Алматы,700к+,2023-11-05
2436,55+,Актобе,200-400к,2025-04-17
2437,35-44,Алматы,до 200к,2022-05-06
2438,35-44,Караганда,200-400к,2020-05-16
2439,25-34,Астана,700к+,2024-10-24
2440,35-44,Караганда,до 200к,2021-10-30
2441,55+,Алматы,до 200к,2022-06-11
2442,25-34,Караганда,200-400к,2022-02-21
2443,25-34,Алматы,400-700к,2024-12-27
2444,35-44,Алматы,до 200к,2022-01-08
2445,25-34,Шымкент,200-400к,2023-09-29
2446,35-44,Астана,до 200к,2023-08-28
2447,18-24,Караганда,700к+,2023-01-16
2448,25-34,Караганда,400-700к,2022-12-30
2449,35-44,Караганда,200-400к,2020-05-24
2450,35-44,Актобе,400-700к,2024-11-17
2451,35-44,Атырау,200-400к,2021-10-29
2452,35-44,Павлодар,700к+,2021-03-21
2453,35-44,Алматы,до 200к,2021-03-14
2454,45-54,Шымкент,до 200к,2022-03-09
2455,35-44,Актобе,200-400к,2023-06-01
2456,35-44,Алматы,до 200к,2022-12-18
2457,35-44,Алматы,400-700к,2024-07-28
2458,18-24,Алматы,200-400к,2024-06-21
2459,25-34,Шымкент,до 200к,2021-11-02
2460,35-44,Астана,400-700к,2024-07-04
2461,45-54,Караганда,200-400к,2023-09-25
2462,35-44,Шымкент,200-400к,2024-09-14
2463,18-24,Караганда,до 200к,2020-01-01
2464,35-44,Алматы,700к+,2022-11-04
2465,25-34,Актобе,200-400к,2023-06-04
2466,35-44,Караганда,400-700к,2021-04-28
2467,45-54,Алматы,400-700к,2023-08-03
2468,35-44,Алматы,200-400к,2023-12-23
2469,35-44,Астана,до 200к,2020-10-04
2470,25-34,Павлодар,200-400к,2025-03-24
2471,25-34,Астана,до 200к,2025-03-06
2472,45-54,Алматы,700к+,2021-07-24
2473,35-44,Алматы,до 200к,2021-02-03
2474,35-44,Алматы,200-400к,2021-01-31
2475,25-34,Астана,200-400к,2020-03-14
2476,18-24,Атырау,200-400к,2020-02-14
2477,25-34,Астана,200-400к,2021-09-16
2478,25-34,Атырау,400-700к,2023-08-25
2479,25-34,Алматы,400-700к,2023-09-24
2480,55+,Астана,700к+,2022-12-26
2481,35-44,Актобе,200-400к,2023-07-24
2482,25-34,Караганда,200-400к,2020-09-26
2483,18-24,Атырау,400-700к,2025-06-12
2484,25-34,Алматы,до 200к,2021-02-03
2485,45-54,Шымкент,до 200к,2022-01-03
2486,25-34,Караганда,до 200к,2023-08-17
2487,35-44,Алматы,400-700к,2020-09-11
2488,45-54,Атырау,400-700к,2022-05-22
2489,18-24,Астана,до 200к,2025-02-10
2490,35-44,Алматы,до 200к,2021-04-11
2491,55+,Актобе,до 200к,2023-05-24
2492,25-34,Караганда,200-400к,2023-04-26
2493,18-24,Павлодар,до 200к,2020-06-03
2494,45-54,Павлодар,400-700к,2020-04-15
